Turkish,English
içler,sigh
demeliyiz,we should say
kulaklarıma,to my ears
üniversitesinden,from university
tellerin,of wires
kutluyorum,congratulations
vikingler,vikings
endüstrisinin,industry
savaşmalısın,you must fight
yedekte,in tow
kainat,universe
anasına,to his mother
koyulmuş,put
squad,squad
İlgilenir,interested
tanımalısın,you should know
birkac,a few
kalitesini,the quality
akademiden,from academy
nefesinizi,your breath
hislerinin,your feelings
üyelerin,your members
etrafınızda,around you
İçiyor,drinking
kapılarına,to their door
görüşeceksin,you will see
altyapı,infrastructure
kavuşacaksın,you will meet
petrolü,oil
tepkisini,his reaction
dumana,into smoke
ilgilenmemiz,our care
geçmişleri,their past
denizleri,seas
efsaneyi,the legend
imzanı,your signature
amı,pussy
bizon,bison
yarattığımız,we created
sınıfındaki,in class
araştırmada,in research
affetmeni,forgive me
gonzo,gonzo
zeppelin,zeppelin
vazgeçmen,give up
yersem,if i eat
kimmie,Kimmie
bulamıyorsun,you can't find
mother,mother
mahzeni,cellar
almanlarla,with the germans
filmlerindeki,in his movies
karşılaşır,encounters
soğukluğu,coldness
tutuklanmasını,his arrest
koysun,let him put
sims,the sims
mekâna,to the place
lambalar,lamps
bakıcıya,to the caregiver
kabuğundan,from its shell
inandıkları,what they believe
gaulle,gaulle
agent,agent
sokarak,by inserting
santi,centi
doldururum,I fill in
blur.,blur
renata,Renata
manevrası,maneuver
geçmemize,to pass
muson,monsoon
değil.,not.
rüyalarımın,of my dreams
vücudunuz,your body
dayanağı,basis
anlasın,let him understand
kattın,you added
kapatmışlar,they closed
duyduğumuza,what we hear
avukatıma,to my lawyer
geçirdiğinizi,what you had
onemli,important
boog,boog
çalıştırıp,run it
hizmetinizde,at your service
öğrensen,if you learn
değiştirmeni,change it
anlamana,to understand
zuko,zuko
zorundaydılar,they had to
asteroid,asteroid
şirketlere,to companies
ayırmam,I don't separate
versiyon,version
cleaver,cleaver
parasızım,I'm broke
hiçbirinden,from none
larında,in
tazeler,refreshes
baskan,minister
göstermiştir,has shown
dodgers,dodgers
sita,sita
kesildiğini,was cut off
İşyerinde,at work
sağlayabilirsin,you can provide
yorgunuz,we are tired
bunalımda,depressed
rızasıyla,with consent
terfiyi,promotion
alışkanlıklarını,your habits
ümidi,hope
arzunuz,your desire
monitöre,to the monitor
tuşu,key
hanginizin,which of you
olmamalıydın,you shouldn't have been
dövmesini,his tattoo
lityum,lithium
schiller,schiller
köşeli,angular
cff,cff
öldükleri,they died
ambara,to the warehouse
sıkıcıdır,is boring
simetrik,symmetrical
ilişkimize,to our relationship
paradoks,paradox
chou,Chou
sanatçıları,artists
mcgrath,mcgrath
tã,to
teknikler,techniques
güzellikte,in beauty
lacivert,navy blue
masan,your table
yapmışsa,if he did
girmelerine,to enter
deyimiyle,in the words
barındırır,contains
yetenekliyim,I am talented
tahtına,to the throne
harcayamam,I can't spend
başiıyor,is starting
dalmaya,to dive
söndürmek,to put out
efsaneleri,legends
düşünemezdim,I couldn't think
yaratarak,by creating
hırsızlıkla,by theft
cildim,my skin
devlerin,of giants
helikopterden,from helicopter
yetişemiyorum,I can't keep up
şehrimizi,our city
katlanamayacağım,I can't stand it
başlamamı,me to start
karat,carat
değilmişiz,we weren't
incitiyorsun,you hurt
patmore,patmore
gerçekleşirse,if it happens
ritter,Ritter
bıçağımı,my knife
neyine,to what
kalmıştın,you were left
ela,hazel
olamadığı,can't be
yaklaşırsa,comes close
satması,to sell
arayışında,in search of
oynanıyor,is being played
cümlesi,sentence
derli,neat
lonestar,lone star
girsen,if you enter
önyargı,prejudice
malikane,manor
uçuşta,in flight
kaçarız,we run away
beğeneceksin,you will like it
apandisit,appendicitis
devralmak,take over
nolmuş,what happened
taşıyacaksın,you will carry
porthos,porthos
ivır,junk
bileğin,your wrist
satıcının,seller's
ilerlemesini,progress
bulunmamış,not found
kasaları,safes
meclisin,of the parliament
giorgio,giorgio
toplandığı,gathered
yaptırıyorum,I'm getting it done
etler,meats
guillaume,guillaume
öiüm,death
zenginliği,wealth
hummer,hummer
hoşlanıyordum,i liked it
kaynaklarının,resources
etiketleri,tags
harcayıp,spending
turn,turn
göremeyeceği,can't see
görünmeni,to appear
sözcüğünü,the word
kolesterol,cholesterol
sakladınız,you hid
başlatacağım,I will start
anlattınız,you told
koymuştur,has put
göründüğüm,I seem
yetkiyle,with authority
tabanını,base
okçu,archer
kademeli,gradual
kâbuslar,nightmares
örtün,cover up
kasabasına,to the town
dinç,vigorous
cüzdanımda,in my wallet
saygınlığını,your dignity
circle,circle
dövdüm,I beat
İskenderiye,alexandria
çantasının,of his bag
sevinmiş,rejoiced
aletlerle,with tools
ayırabilirim,I can separate
öldürülme,don't get killed
temizlemen,to clean
sonuçlarından,from the results
geçmeniz,you pass
kafesinde,in his cage
taft,tufted
anladığına,that you understand
gezegeninden,from the planet
başaramazsak,if we fail
geçemedim,I couldn't pass
ailelerimizi,our families
pinot,pinot
zamandir,is time
çalıyormuş,was playing
yaralarına,to your wounds
kanamam,I don't bleed
öğretmendi,was a teacher
yaralandınız,you are injured
yamamoto,yamamoto
merakı,curiosity
hazırlayabilir,can prepare
gözbebekleri,pupils
katliama,to the massacre
manila,Manila
rahatlatmaya,to relax
pacino,pacino
korkutacak,will scare
yaranı,your wound
yatı,yacht
kemancı,violinist
ölürsek,if we die
roe,roe
loş,loess
odaklanmam,I don't focus
akshay,Akshay
engizisyon,inquisition
onurum,my honor
kampanyasını,campaign
İzliyor,watching
İstiridye,Oyster
taşıt,vehicle
merkezli,based
zilini,ring the bell
çatışmadan,from conflict
yastıkları,cushions
gerçekliğini,your reality
afacan,mischievous
serap,mirage
talimatlara,to the instructions
faaliyetlerini,activities
ettirmeden,without letting go
yeniyor,is being eaten
açılışına,to the opening
sapıklık,perversion
göstergeler,indicators
bozukluğun,your disorder
ortaklaşa,jointly
sanford,sanford
edilmelidir,should be
parçalayan,shattering
gitmezsin,you don't go
gevşemiş,loose
yaşamıştı,had lived
müzikte,in music
bağıra,shout
saçmalıkların,your nonsense
tepelerin,of the hills
duymadığı,didn't hear
kıyafetlerinizi,your clothes
nacho,nachos
andres,andres
dio,dio
açmaktan,from opening
soktuk,we inserted
çıkmalarını,to come out
durmuştu,had stopped
şeylerinden,from your things
dövüşme,don't fight
yaralanmalar,injuries
langdon,langdon
tıkla,click
aramışsın,you called
erol,erol
kapanması,closing
aştığını,exceeded
alexandre,Alexander
sakladık,we hid
kıvrak,lithe
gecemizi,our night
baal,Baal
barodan,disbarred
hevesini,his enthusiasm
seçerdin,you would choose
girmiştik,we entered
kızkardeş,sister
nitekim,thus
temizdir,it is clean
patladığı,exploded
susmak,shut up
belmont,belmont
rothstein,rothstein
güçlüsü,the strongest
çalışmıyorlar,they don't work
pinpon,ping pong
nesile,to the generation
şehirlerin,of cities
düşünmeleri,to think
pişiririm,I cook
bırakmadılar,they didn't leave
istifamı,My resignation?
üzülmene,make you sad
sıkışın,get stuck
tavırlarını,their attitudes
provasını,rehearse
etkilemedi,did not affect
yönetimde,in management
inanılıyor,it is believed
müvekkilinin,client's
lige,to the league
olabildiğini,that it can be
kurtçuklar,maggots
korktuğumuz,we fear
vegan,vegan
götüreceksiniz,you will take
gerekmediğini,that it is not necessary
selamlıyor,greets
birlikteydiniz,you were together
günlüğümü,my diary
incelemem,my review
yaşamadan,without living
anlaşırız,we agree
lundy,lundy
mongo,mongo
kedisini,his cat
düğünüme,to my wedding
hole,hole
dinleyemem,I can't listen
geline,to the bride
hücreli,cellular
bala,honey
kararlılık,stability
avukatlarla,with lawyers
alınmayacak,will not be taken
gözüktüğünü,it seems
snoopy,snoopy
deirdre,deirdre
istatistik,statistics
belirttim,I stated
kayası,rock
duyacağız,we will hear
kızamık,measles
güvenmediğini,you don't trust
deneyimini,experience
klüpte,in the club
shana,Shana
gördüklerime,to what I see
masumu,the innocent
kontağı,contact
çözüyor,solving
başaramazsan,if you fail
memelerim,my breasts
alabilirdi,could take
isimlerle,with names
övgüye,praiseworthy
kızarıklık,redness
dilekleri,wishes
gömülecek,will be buried
öldürdüğünüz,you killed
türbülans,turbulence
kendileriyle,with themselves
karışması,meddling
alip,take away
yansıtan,reflecting
yakınken,when you are close
yaşlanınca,when you get old
sorduklarında,when they ask
yaralara,to wounds
yasaklanmış,forbidden
sorunumuzu,our problem
gençlerle,with young people
mahkumlara,to the prisoners
kızmayın,don't get angry
yapmandan,from doing
arayamazsın,you can't call
lala,lala
sevmiyordu,didn't like
door,door
kovma,expelling
oynayacağını,will play
sokarsın,you sting
atılmıştı,was thrown away
nöbette,on duty
yolluyoruz,we are sending
öldürmüşsün,you killed
kovarım,I fire
kelepir,bargain
ayrıldığınızı,you broke up
çocukluğu,childhood
name,name
çıkartabiliriz,we can subtract
hırsızım,I am a thief
majestelerini,your majesty
davulcu,drummer
diyebilirdin,you could say
ölün,die
bağlantınız,your connection
mucizeyi,the miracle
menekşe,violet
oldugun,you are
rüyan,your dream
sicim,string
lokal,local
dem,dem
değeceğini,it will be worth it
atmakla,by throwing
büyüdüler,they grew up
rhoda,rhoda
tezi,thesis
İnancını,your faith
dövüşüyorsun,you are fighting
hainsin,you are a traitor
frizbi,frisbee
divya,divya
direniyor,resisting
kraliçemiz,our queen
karargaha,to headquarters
siparişler,orders
adisin,your name
görseydim,if i saw
yazmamış,didn't write
suçlamasıyla,on accusation
onaylamıyor,does not approve
albümleri,albums
soju,soju
arabanızın,your car
öldürünce,when you kill
kreş,nursery
ölümde,in death
ısıt,warm up
kılıcıyla,with his sword
motors,motors
hastalardan,from patients
şehrinden,from the city
âlâ,superb
uzağım,I'm far away
varma,don't arrive
evlenerek,by getting married
İlkinde,in the first
edebilsem,if i could
kuzeyine,to the north
şaşırtmaca,surprise
bileşik,compound
emirlerin,your orders
pride,pride
bozulan,broken
woodstock,woodstock
çalışsak,let's work
yükseklikten,from height
fareye,to the mouse
oynamalısın,you should play
yetkililerle,with the authorities
arabamızı,our car
liler,lis
adıydı,was the name
nerelerdeydiniz,where have you been
silahlarıyla,with their weapons
uygarlığın,of civilization
karşılaşıyorum,I encounter
rahatsın,you are comfortable
değildiler,they weren't
havalandırmayı,ventilation
mercimeği,lentils
savaşçıların,of warriors
annesiz,motherless
tahtını,your throne
tanışman,your meeting
ilgilenebilirim,I may be interested
buradaysan,if you are here
django,django
koysan,if you put
geçmene,to pass
maceralar,adventures
kaçarsın,you run away
komitesinin,of the committee
keyfimi,my pleasure
lol,lol
bulacağın,you will find
umursamayan,careless
mallard,goods
yalnızlığa,to loneliness
aforoz,anathema
uyuyordur,he is sleeping
alışabilirim,I can get used to it
mordecai,mordecai
şeytanların,of demons
katılmayacağım,I will not participate
kısımdan,from the part
orospuya,to the whore
dediki,he said
etrafımızdaki,around us
geçirdikleri,they went through
cezalandırmaya,to punish
kesecekler,they will cut
şekerci,confectioner
barlara,to bars
bakımlı,well-groomed
gözünüze,to your eyes
videodaki,in the video
sportif,sporty
komşularla,with neighbors
uydurduğu,made up
köklerini,your roots
gerçeklikten,from reality
sinirleniyorum,I get angry
zatürree,pneumonia
tanıyamaz,can't recognize
kazanıyordum,I was winning
bayramlar,holidays
kazanılmış,acquired
sormanı,to ask
gelecekse,if it will come
kage,kage
ilaçlarımı,my medicines
odamdaki,in my room
yakınımızda,near us
besledim,I fed
hazırladığını,that you prepared
gizlenmek,hide
alä,superb
şapkadan,from the hat
denizlere,to the seas
sıkmış,squeezed
torben,torben
maviyi,the blue
iı,ii
seçebilir,can choose
faaliyete,into operation
mevkide,in position
tap,find
bilgidir,is information
atlıyorum,I'm skipping
aşamayı,stage
uydurduğunu,that you made up
yatağımdan,from my bed
mahzende,in the cellar
şarkımızı,our song
anlarlarsa,if they understand
kesmezsen,if you don't cut it
bütçemiz,our budget
adamıdır,he is a man
korkuttuğunu,you scared
filoyu,fleet
timo,Timo
eşlerini,their wives
faydan,your benefit
mekânda,in the place
ileriyi,forward
opal,opal
hattından,from the line
gelmesiyle,with the arrival
bükreş,bucharest
eriyen,melting
yönlendirdim,I directed
kalifiye,qualified
gördüysen,if you saw
breeland,breeland
sağlamıyor,does not provide
tartışması,discussion
bineceksin,you will ride
gölünde,in the lake
daracık,skintight
teklife,to the offer
kayağı,skiing
talihli,auspicious
içerideyken,while inside
yıkılır,collapses
İklim,Climate
derede,in the stream
şarjörü,magazine
toka,clasp
hiçbirşeye,to nothing
ilgilenme,don't care
buzla,with ice
hârika,Wonderful
duymazdan,ignore
dupont,dupont
bozmasına,to spoil
uyuyarak,sleeping
volkswagen,volkswagen
kanallarını,channels
gecikecek,will be delayed
jase,jase
öğrencin,your student
koysak,let's put
üzümü,currant
dostluğun,your friendship
sevecektir,will love
shania,Shania
